가게,맛,양,주문,사용자id,리뷰
롯데리아-홍대점,5,5,"새우_버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메)),치킨버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메))",10,맛나요 클래식항새우버서
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 통오징어링（잠발라야소스）),드링크 변경(선택제로슈거콜라 L))",21,잘먹었습니다ㅠㅠㅠㅠㅠ
롯데리아-홍대점,5,5,"핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 R)),통오징어링/1,치즈스틱/1",sg,넘 맛있어욤!!😌👏
롯데리아-홍대점,5,5,힙&핫치킨버거/1(햄버거 토핑 추가(베이컨 토핑)),ry,맛있게잘먹었습니다!
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 사이다（L）),옵션 추가(휠레소스_허니머스타드),옵션 추가(휠레소스_스위트앤샤워))",dl,빨ㄹ..대...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ빨대가 없어요ㅠㅠ
롯데리아-홍대점,5,5,NEW홈더블팩-사이다/1(시즈닝 선택(시즈닝_치즈맛)),k9,맛있게 잘 먹었습니다. 근데 사이다로 주문했는데 콜라가 왔네요ㅎㅎ
롯데리아-홍대점,5,5,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거/1,데리버거/1",ss,맛있게 먹겠습니다 감사합니다
롯데리아-홍대점,4,4,	,ch,"
전주비빔라이스버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택제로슈거콜라 R)),새우버거/1"
롯데리아-홍대점,5,5,힙&핫치킨버거/1,ry,최애버거 너무맛나요
롯데리아-홍대점,5,5,"치킨버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 L),햄버거 토핑 추가(L치즈 토핑),옵션 추가(머스타드소스)),웨지포테이토/1,페스츄리꽈배기/1",an,나무 맛있었어요 ㅎㅎ
롯데리아-홍대점,5,5,"새우_버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메)),치킨버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메))",10,맛나요 클래식항새우버서
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 통오징어링（잠발라야소스）),드링크 변경(선택제로슈거콜라 L))",21,잘먹었습니다ㅠㅠㅠㅠㅠ
롯데리아-홍대점,5,5,"핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 R)),통오징어링/1,치즈스틱/1",sg,넘 맛있어욤!!😌👏
롯데리아-홍대점,5,5,힙&핫치킨버거/1(햄버거 토핑 추가(베이컨 토핑)),ry,맛있게잘먹었습니다!
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 사이다（L）),옵션 추가(휠레소스_허니머스타드),옵션 추가(휠레소스_스위트앤샤워))",dl,빨ㄹ..대...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ빨대가 없어요ㅠㅠ
롯데리아-홍대점,5,5,NEW홈더블팩-사이다/1(시즈닝 선택(시즈닝_치즈맛)),k9,맛있게 잘 먹었습니다. 근데 사이다로 주문했는데 콜라가 왔네요ㅎㅎ
롯데리아-홍대점,5,5,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거/1,데리버거/1",ss,맛있게 먹겠습니다 감사합니다
롯데리아-홍대점,4,4,	,ch,"
전주비빔라이스버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택제로슈거콜라 R)),새우버거/1"
롯데리아-홍대점,5,5,힙&핫치킨버거/1,ry,최애버거 너무맛나요
롯데리아-홍대점,5,5,"치킨버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 L),햄버거 토핑 추가(L치즈 토핑),옵션 추가(머스타드소스)),웨지포테이토/1,페스츄리꽈배기/1",an,나무 맛있었어요 ㅎㅎ
롯데리아-홍대점,5,5,"새우_버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메)),치킨버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메))",10,맛나요 클래식항새우버서
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 통오징어링（잠발라야소스）),드링크 변경(선택제로슈거콜라 L))",21,잘먹었습니다ㅠㅠㅠㅠㅠ
롯데리아-홍대점,5,5,"핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 R)),통오징어링/1,치즈스틱/1",sg,넘 맛있어욤!!😌👏
롯데리아-홍대점,5,5,힙&핫치킨버거/1(햄버거 토핑 추가(베이컨 토핑)),ry,맛있게잘먹었습니다!
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 사이다（L）),옵션 추가(휠레소스_허니머스타드),옵션 추가(휠레소스_스위트앤샤워))",dl,빨ㄹ..대...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ빨대가 없어요ㅠㅠ
롯데리아-홍대점,5,5,NEW홈더블팩-사이다/1(시즈닝 선택(시즈닝_치즈맛)),k9,맛있게 잘 먹었습니다. 근데 사이다로 주문했는데 콜라가 왔네요ㅎㅎ
롯데리아-홍대점,5,5,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거/1,데리버거/1",ss,맛있게 먹겠습니다 감사합니다
롯데리아-홍대점,4,4,	,ch,"
전주비빔라이스버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택제로슈거콜라 R)),새우버거/1"
롯데리아-홍대점,5,5,힙&핫치킨버거/1,ry,최애버거 너무맛나요
롯데리아-홍대점,5,5,"치킨버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 L),햄버거 토핑 추가(L치즈 토핑),옵션 추가(머스타드소스)),웨지포테이토/1,페스츄리꽈배기/1",an,나무 맛있었어요 ㅎㅎ
롯데리아-홍대점,5,5,"새우_버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메)),치킨버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메))",10,맛나요 클래식항새우버서
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 통오징어링（잠발라야소스）),드링크 변경(선택제로슈거콜라 L))",21,잘먹었습니다ㅠㅠㅠㅠㅠ
롯데리아-홍대점,5,5,"핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 R)),통오징어링/1,치즈스틱/1",sg,넘 맛있어욤!!😌👏
롯데리아-홍대점,5,5,힙&핫치킨버거/1(햄버거 토핑 추가(베이컨 토핑)),ry,맛있게잘먹었습니다!
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 사이다（L）),옵션 추가(휠레소스_허니머스타드),옵션 추가(휠레소스_스위트앤샤워))",dl,빨ㄹ..대...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ빨대가 없어요ㅠㅠ
롯데리아-홍대점,5,5,NEW홈더블팩-사이다/1(시즈닝 선택(시즈닝_치즈맛)),k9,맛있게 잘 먹었습니다. 근데 사이다로 주문했는데 콜라가 왔네요ㅎㅎ
롯데리아-홍대점,5,5,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거/1,데리버거/1",ss,맛있게 먹겠습니다 감사합니다
롯데리아-홍대점,4,4,	,ch,"
전주비빔라이스버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택제로슈거콜라 R)),새우버거/1"
롯데리아-홍대점,5,5,힙&핫치킨버거/1,ry,최애버거 너무맛나요
롯데리아-홍대점,5,5,"치킨버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 L),햄버거 토핑 추가(L치즈 토핑),옵션 추가(머스타드소스)),웨지포테이토/1,페스츄리꽈배기/1",an,나무 맛있었어요 ㅎㅎ
롯데리아-홍대점,5,5,"새우_버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메)),치킨버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메))",10,맛나요 클래식항새우버서
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 통오징어링（잠발라야소스）),드링크 변경(선택제로슈거콜라 L))",21,잘먹었습니다ㅠㅠㅠㅠㅠ
롯데리아-홍대점,5,5,"핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 R)),통오징어링/1,치즈스틱/1",sg,넘 맛있어욤!!😌👏
롯데리아-홍대점,5,5,힙&핫치킨버거/1(햄버거 토핑 추가(베이컨 토핑)),ry,맛있게잘먹었습니다!
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 사이다（L）),옵션 추가(휠레소스_허니머스타드),옵션 추가(휠레소스_스위트앤샤워))",dl,빨ㄹ..대...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ빨대가 없어요ㅠㅠ
롯데리아-홍대점,5,5,NEW홈더블팩-사이다/1(시즈닝 선택(시즈닝_치즈맛)),k9,맛있게 잘 먹었습니다. 근데 사이다로 주문했는데 콜라가 왔네요ㅎㅎ
롯데리아-홍대점,5,5,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거/1,데리버거/1",ss,맛있게 먹겠습니다 감사합니다
롯데리아-홍대점,4,4,	,ch,"
전주비빔라이스버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택제로슈거콜라 R)),새우버거/1"
롯데리아-홍대점,5,5,힙&핫치킨버거/1,ry,최애버거 너무맛나요
롯데리아-홍대점,5,5,"치킨버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 L),햄버거 토핑 추가(L치즈 토핑),옵션 추가(머스타드소스)),웨지포테이토/1,페스츄리꽈배기/1",an,나무 맛있었어요 ㅎㅎ
롯데리아-홍대점,5,5,"새우_버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메)),치킨버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메))",10,맛나요 클래식항새우버서
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 통오징어링（잠발라야소스）),드링크 변경(선택제로슈거콜라 L))",21,잘먹었습니다ㅠㅠㅠㅠㅠ
롯데리아-홍대점,5,5,"핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 R)),통오징어링/1,치즈스틱/1",sg,넘 맛있어욤!!😌👏
롯데리아-홍대점,5,5,힙&핫치킨버거/1(햄버거 토핑 추가(베이컨 토핑)),ry,맛있게잘먹었습니다!
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 사이다（L）),옵션 추가(휠레소스_허니머스타드),옵션 추가(휠레소스_스위트앤샤워))",dl,빨ㄹ..대...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ빨대가 없어요ㅠㅠ
롯데리아-홍대점,5,5,NEW홈더블팩-사이다/1(시즈닝 선택(시즈닝_치즈맛)),k9,맛있게 잘 먹었습니다. 근데 사이다로 주문했는데 콜라가 왔네요ㅎㅎ
롯데리아-홍대점,5,5,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거/1,데리버거/1",ss,맛있게 먹겠습니다 감사합니다
롯데리아-홍대점,4,4,	,ch,"
전주비빔라이스버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택제로슈거콜라 R)),새우버거/1"
롯데리아-홍대점,5,5,힙&핫치킨버거/1,ry,최애버거 너무맛나요
롯데리아-홍대점,5,5,"치킨버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 L),햄버거 토핑 추가(L치즈 토핑),옵션 추가(머스타드소스)),웨지포테이토/1,페스츄리꽈배기/1",an,나무 맛있었어요 ㅎㅎ
롯데리아-홍대점,5,5,"새우_버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메)),치킨버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메))",10,맛나요 클래식항새우버서
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 통오징어링（잠발라야소스）),드링크 변경(선택제로슈거콜라 L))",21,잘먹었습니다ㅠㅠㅠㅠㅠ
롯데리아-홍대점,5,5,"핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 R)),통오징어링/1,치즈스틱/1",sg,넘 맛있어욤!!😌👏
롯데리아-홍대점,5,5,힙&핫치킨버거/1(햄버거 토핑 추가(베이컨 토핑)),ry,맛있게잘먹었습니다!
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 사이다（L）),옵션 추가(휠레소스_허니머스타드),옵션 추가(휠레소스_스위트앤샤워))",dl,빨ㄹ..대...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ빨대가 없어요ㅠㅠ
롯데리아-홍대점,5,5,NEW홈더블팩-사이다/1(시즈닝 선택(시즈닝_치즈맛)),k9,맛있게 잘 먹었습니다. 근데 사이다로 주문했는데 콜라가 왔네요ㅎㅎ
롯데리아-홍대점,5,5,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거/1,데리버거/1",ss,맛있게 먹겠습니다 감사합니다
롯데리아-홍대점,4,4,	,ch,"
전주비빔라이스버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택제로슈거콜라 R)),새우버거/1"
롯데리아-홍대점,5,5,힙&핫치킨버거/1,ry,최애버거 너무맛나요
롯데리아-홍대점,5,5,"치킨버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 L),햄버거 토핑 추가(L치즈 토핑),옵션 추가(머스타드소스)),웨지포테이토/1,페스츄리꽈배기/1",an,나무 맛있었어요 ㅎㅎ
롯데리아-홍대점,5,5,"새우_버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메)),치킨버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메))",10,맛나요 클래식항새우버서
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 통오징어링（잠발라야소스）),드링크 변경(선택제로슈거콜라 L))",21,잘먹었습니다ㅠㅠㅠㅠㅠ
롯데리아-홍대점,5,5,"핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 R)),통오징어링/1,치즈스틱/1",sg,넘 맛있어욤!!😌👏
롯데리아-홍대점,5,5,힙&핫치킨버거/1(햄버거 토핑 추가(베이컨 토핑)),ry,맛있게잘먹었습니다!
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 사이다（L）),옵션 추가(휠레소스_허니머스타드),옵션 추가(휠레소스_스위트앤샤워))",dl,빨ㄹ..대...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ빨대가 없어요ㅠㅠ
롯데리아-홍대점,5,5,NEW홈더블팩-사이다/1(시즈닝 선택(시즈닝_치즈맛)),k9,맛있게 잘 먹었습니다. 근데 사이다로 주문했는데 콜라가 왔네요ㅎㅎ
롯데리아-홍대점,5,5,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거/1,데리버거/1",ss,맛있게 먹겠습니다 감사합니다
롯데리아-홍대점,4,4,	,ch,"
전주비빔라이스버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택제로슈거콜라 R)),새우버거/1"
롯데리아-홍대점,5,5,힙&핫치킨버거/1,ry,최애버거 너무맛나요
롯데리아-홍대점,5,5,"치킨버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 L),햄버거 토핑 추가(L치즈 토핑),옵션 추가(머스타드소스)),웨지포테이토/1,페스츄리꽈배기/1",an,나무 맛있었어요 ㅎㅎ
롯데리아-홍대점,5,5,"새우_버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메)),치킨버거세트/1(디저트 변경(선택 웨지포테이토),드링크 변경(선택 ICE아메))",10,맛나요 클래식항새우버서
롯데리아-홍대점,5,5,"한우불고기세트/1(디저트 변경(선택 통오징어링（잠발라야소스）),드링크 변경(선택제로슈거콜라 L))",21,잘먹었습니다ㅠㅠㅠㅠㅠ
롯데리아-홍대점,5,5,"핫크리스피버거세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택제로슈거콜라 R)),통오징어링/1,치즈스틱/1",sg,넘 맛있어욤!!😌👏
